Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Hangal -82,SHIDDU K PUJAR,Independent,224,1,225,0.13
Hangal -82,SHRINIVAS DEVENDRAPPA SANKAPALE,Independent,512,3,515,0.29
Hangal -82,HONNAPPA HANAMANTAPPA AKKIVALLI,Independent,323,3,326,0.18
Hangal -82,NOTA,None of the Above,723,2,725,0.4
Hanur -221,R. NARENDRA,Indian National Congress,57694,284,57978,32.14
Hanur -221,Dr. PREETHAN .K.N,Bharatiya Janata Party,35567,303,35870,19.89
Hanur -221,MADESHA .M,Bahujan Samaj Party,1291,11,1302,0.72
Hanur -221,M.R. MANJUNATH,Janata Dal  (Secular),75034,598,75632,41.93
Hanur -221,HARISH .K,Aam Aadmi Party,2514,1,2515,1.39
Hanur -221,T JOHN PETER,Republican Party of India,1596,0,1596,0.88
Hanur -221,N. PRADEEP KUMAR,Uttama Prajaakeeya Party,437,0,437,0.24
Hanur -221,G. MURUGESHAN,Karnataka Praja Party (RaithaParva),129,2,131,0.07
Hanur -221,D. SHRIKANTASWAMY,Sarvodaya Karnataka Paksha,666,0,666,0.37
Hanur -221,SIDDAPPA .R,Country Citizen Party,114,1,115,0.06
Hanur -221,SURESH .M,Karnataka Rashtra Samithi,176,0,176,0.1
Hanur -221,M. NAGARAJU,Independent,227,0,227,0.13
Hanur -221,PRADEEP KUMAR M.,Independent,434,2,436,0.24
Hanur -221,MUZAMIL PASHA,Independent,256,0,256,0.14
Hanur -221,T. MUTHURAJU,Independent,324,1,325,0.18
Hanur -221,RAJASHEKHAR,Independent,846,1,847,0.47
Hanur -221,C. SIDDARTHAN,Independent,894,0,894,0.5
Hanur -221,SELVARAJ .S,Independent,361,0,361,0.2
Hanur -221,NOTA,None of the Above,596,6,602,0.33
Harapanahalli -104,G Karunakara Reddy,Bharatiya Janata Party,55690,659,56349,31.76
Harapanahalli -104,N KOTRESHI,Indian National Congress,44408,580,44988,25.36
Harapanahalli -104,NAGARAJ H,Aam Aadmi Party,589,1,590,0.33
Harapanahalli -104,N M NOOR AHMED,Janata Dal  (Secular),705,6,711,0.4
Harapanahalli -104,Edigar Karibasappa,Karnataka Rashtra Samithi,86,1,87,0.05
Harapanahalli -104,JAYANNA K,Karnataka Makkala Paksha,43,1,44,0.02
Harapanahalli -104,RAVI LAMBANI,Uttama Prajaakeeya Party,442,7,449,0.25
Harapanahalli -104,G KALIVEERAN GOUDA,Independent,85,0,85,0.05
Harapanahalli -104,B M GURUMURTHY,Independent,649,2,651,0.37
Harapanahalli -104,A T DADAKHALANDAR,Independent,92,1,93,0.05
Harapanahalli -104,RAVI NAIK B,Independent,141,1,142,0.08
Harapanahalli -104,LATHA,Independent,901,4,905,0.51
Harapanahalli -104,LATHA MALLIKARJUN,Independent,69152,1042,70194,39.56
Harapanahalli -104,SUMANTH KUMAR R S,Independent,720,1,721,0.41
Harapanahalli -104,SANGAVVA K UTTANGI,Independent,490,0,490,0.28
Harapanahalli -104,NOTA,None of the Above,918,8,926,0.52
Harihar -105,GANESHAPPA K DURGADA,Aam Aadmi Party,1480,8,1488,0.88
Harihar -105,H S SHIVASHANKAR,Janata Dal  (Secular),40196,384,40580,24.09
Harihar -105,SRINIVASA N H (NANDIGAVI),Indian National Congress,59101,519,59620,35.39
Harihar -105,D HANUMANTHAPPA,Bahujan Samaj Party,591,1,592,0.35
Harihar -105,B P HARISH,Bharatiya Janata Party,63331,593,63924,37.94
Harihar -105,KRISHNA M,Uttama Prajaakeeya Party,694,3,697,0.41
Harihar -105,SANKETHRAJ S,Karnataka Pragnyavantha Janatha Party,96,2,98,0.06
Harihar -105,B S UJJANAPPA,Independent,137,3,140,0.08
Harihar -105,JAYAKUMARA T H,Independent,190,1,191,0.11
Harihar -105,PARASHURAMA M,Independent,225,1,226,0.13
Harihar -105,MURTHY H K,Independent,359,1,360,0.21
Harihar -105,NOTA,None of the Above,554,3,557,0.33
Hassan -196,Preetham J. Gowda,Bharatiya Janata Party,75110,2212,77322,45.21
Hassan -196,H. B. Mallaiah,Bahujan Samaj Party,455,8,463,0.27
Hassan -196,Agile Yogish,Aam Aadmi Party,1299,2,1301,0.76
Hassan -196,Banavase Rangaswamy,Indian National Congress,4241,64,4305,2.52
Hassan -196,Swaroop Prakash,Janata Dal  (Secular),84005,1171,85176,49.8
Hassan -196,V. Ramesh Bhuvanahalli,Karnataka Rashtra Samithi,452,0,452,0.26
Hassan -196,Swaroopa B. M,Purvanchal Mahapanchayat,905,7,912,0.53
Hassan -196,R. G. Sathisha Ramadevarapura,Independent,80,0,80,0.05
Hassan -196,H. V.  Swamy,Independent,139,0,139,0.08
Hassan -196,NOTA,None of the Above,848,40,888,0.52
Haveri -84,GAVISIDDAPPA DYAMANNAVAR,Bharatiya Janata Party,81080,832,81912,45.16
Haveri -84,TUKARAM H MALAGI,Janata Dal  (Secular),1197,9,1206,0.66
Haveri -84,RUDRAPPA MANAPPA LAMANI,Indian National Congress,93054,773,93827,51.73
Haveri -84,SUJATA. P. CHAVAN,Aam Aadmi Party,988,6,994,0.55
Haveri -84,"ANNAPPA, HANCHINAMANI",Swayam Krushi Party,174,0,174,0.1
Haveri -84,CHANDANRANI DODAMANI,Kalyana Rajya Pragathi Paksha,148,1,149,0.08
Haveri -84,PREMA KALKERI,Karnataka Rashtra Samithi,147,1,148,0.08
Haveri -84,DURAGESH GUDDAPPA MEGALAMANI,Independent,278,3,281,0.15
Haveri -84,PRADEEP MALAGAVI,Independent,700,0,700,0.39
Haveri -84,RAJENDRASWAMY HIREMATH,Independent,561,16,577,0.32
Haveri -84,NOTA,None of the Above,1407,8,1415,0.78
Hebbal -158,Aslam Jamsheed Khan,Bahujan Samaj Party,295,0,295,0.19
Hebbal -158,Jagdeesha Katta K S,Bharatiya Janata Party,60651,433,61084,38.39
Hebbal -158,K S Manjunath Naidu,Aam Aadmi Party,1019,7,1026,0.64
Hebbal -158,Suresha B S,Indian National Congress,91474,364,91838,57.71
Hebbal -158,Syed Mohid Altaf,Janata Dal  (Secular),1599,5,1604,1.01
Hebbal -158,Anjan Kumar Gowda S,Indian New Congress Party,123,0,123,0.08
Hebbal -158,Kumara S,Uttama Prajaakeeya Party,710,1,711,0.45
Hebbal -158,Ganesh C,Karnataka Rashtra Samithi,79,1,80,0.05
Hebbal -158,Perumal S,Akhil Bharat Hindu Mahasabha,81,0,81,0.05
Hebbal -158,Ramesh Jagathap,Sarvajanika Adarsha Sena,115,0,115,0.07
Hebbal -158,Jagadish T S,Independent,72,2,74,0.05
Hebbal -158,Ramu S,Independent,112,1,113,0.07
Hebbal -158,N M Santhosh Kumar,Independent,200,0,200,0.13
Hebbal -158,Hussain Saheb,Independent,148,1,149,0.09
Hebbal -158,NOTA,None of the Above,1631,8,1639,1.03
Heggadadevankote -213,ANIL CHIKKAMADHU,Indian National Congress,83983,376,84359,46.26
Heggadadevankote -213,K.M. KRISHNANAYAKA,Bharatiya Janata Party,49189,231,49420,27.1
Heggadadevankote -213,JAYAPRAKASHA CHIKKANNA,Janata Dal  (Secular),43247,272,43519,23.86
Heggadadevankote -213,HOTEL SHIVANNA,Bahujan Samaj Party,880,5,885,0.49
Heggadadevankote -213,NAGESHA H M,Uttama Prajaakeeya Party,562,5,567,0.31
Heggadadevankote -213,K.V. RAJU,Samajwadi Janata Party(Karnataka),209,0,209,0.11
Heggadadevankote -213,SHIVAPPA H.M,Karnataka Rashtra Samithi,200,0,200,0.11
Heggadadevankote -213,GIRIJAMBA,Independent,272,2,274,0.15
Heggadadevankote -213,DEVADATTA G.N.,Independent,218,0,218,0.12
Heggadadevankote -213,A.M. BABU NAYAK,Independent,430,1,431,0.24
Heggadadevankote -213,M.S. SHIVAKUMAR,Independent,434,0,434,0.24
Heggadadevankote -213,SANNANAYKA,Independent,671,0,671,0.37
Heggadadevankote -213,NOTA,None of the Above,1180,4,1184,0.65
Hirekerur -86,Ujaneshwar Basavannappa Banakar,Indian National Congress,84518,860,85378,53.53
Hirekerur -86,Jayananda Javannanavar,Janata Dal  (Secular),1835,12,1847,1.16
Hirekerur -86,Basavanagouda Patil,Bharatiya Janata Party,69507,851,70358,44.11
Hirekerur -86,Rajashekhar Kallappa Dudihalli,Aam Aadmi Party,451,0,451,0.28
Hirekerur -86,Kodeppa Sangannanavar,Karnataka Rashtra Samithi,156,2,158,0.1
Hirekerur -86,Harish Ingalagondi,Karnataka Jantha Paksha,210,0,210,0.13
Hirekerur -86,Ravi Olekar,Independent,142,0,142,0.09
Hirekerur -86,NOTA,None of the Above,943,10,953,0.6
Hiriyur -100,K T THIPPESWAMY,Aam Aadmi Party,1402,5,1407,0.7
Hiriyur -100,K.POORNIMA,Bharatiya Janata Party,61235,493,61728,30.86
Hiriyur -100,M.RAVEENDRAPPA,Janata Dal  (Secular),38415,271,38686,19.34
Hiriyur -100,N RANGASWAMY,Bahujan Samaj Party,931,4,935,0.47
Hiriyur -100,D.SUDHAKAR,Indian National Congress,91235,815,92050,46.02
Hiriyur -100,E PATHALINGAPPA,Uttama Prajaakeeya Party,1101,2,1103,0.55
Hiriyur -100,B.PUTTALINGAPPA,Republican Party of India (Athawale),851,0,851,0.43
Hiriyur -100,H.MAHESH,Kalyana Rajya Pragathi Paksha,1511,9,1520,0.76
Hiriyur -100,VINAY S,Karnataka Rashtra Samithi,268,1,269,0.13
Hiriyur -100,RANGAIAH.S,Independent,238,0,238,0.12
Hiriyur -100,N.O.RANGASWAMY,Independent,218,1,219,0.11
Hiriyur -100,B.SHASHIKALA,Independent,319,0,319,0.16
Hiriyur -100,NOTA,None of the Above,690,1,691,0.35
Holalkere -102,H.ANJANEYA,Indian National Congress,82281,769,83050,42.14
Holalkere -102,S.R.INDRAJEET NAIK,Janata Dal  (Secular),1572,4,1576,0.8
Holalkere -102,M.CHANDRAPPA,Bharatiya Janata Party,87987,745,88732,45.02
Holalkere -102,K.N.DODDOTTEPPA,Bahujan Samaj Party,562,0,562,0.29
Holalkere -102,MAHANTHESH.C.U.,Aam Aadmi Party,170,0,170,0.09
Holalkere -102,P.S.JAYAPPA,Samajwadi Party,131,0,131,0.07
Holalkere -102,H.PRAKASH,Jai Maha Bharath Party,87,0,87,0.04
Holalkere -102,M.S.RAGHUVEERA VARMA,Karnataka Rashtra Samithi,109,0,109,0.06
Holalkere -102,RAJU.E,Uttama Prajaakeeya Party,526,3,529,0.27
Holalkere -102,Dr||. JAYASIMHA LOKANATH,Independent,19536,191,19727,10.01
Holalkere -102,MAHESH KUMAR M.P,Independent,327,0,327,0.17
Holalkere -102,MANJUNATHA SWAMY.T,Independent,652,2,654,0.33
Holalkere -102,HANUMANTHAPPA.D,Independent,266,0,266,0.13
Holalkere -102,NOTA,None of the Above,1155,4,1159,0.59
Holenarasipur -197,GEETHA SHIVASWAMY,Aam Aadmi Party,2421,4,2425,1.31
Holenarasipur -197,THARESHA H.S,Bahujan Samaj Party,683,11,694,0.37
Holenarasipur -197,G. DEVARAJEGOWDA,Bharatiya Janata Party,4764,86,4850,2.62
Holenarasipur -197,H.D. REVANNA,Janata Dal  (Secular),86907,1196,88103,47.51
Holenarasipur -197,SHREYAS M PATEL,Indian National Congress,84149,802,84951,45.81
Holenarasipur -197,B.K. NAGARAJA,Karnataka Rashtra Samithi,1149,2,1151,0.62
Holenarasipur -197,H.D. REVANNA,Purvanchal Mahapanchayat,2058,3,2061,1.11
Holenarasipur -197,D.R. RANGASWAMY,Independent,446,3,449,0.24
Holenarasipur -197,NOTA,None of the Above,755,5,760,0.41
Homnabad -48,C.M FAIZ,Janata Dal  (Secular),25831,69,25900,14.48
Homnabad -48,BANK REDDY,Aam Aadmi Party,1407,6,1413,0.79
Homnabad -48,RAJASHEKHAR BASAVARAJ PATIL,Indian National Congress,73473,448,73921,41.34
Homnabad -48,SIDDU PATIL,Bharatiya Janata Party,74933,582,75515,42.23
Homnabad -48,NAGANATH MARUTI,Indian Movement Party,749,0,749,0.42
Homnabad -48,MOHAMMED ABRAR AHMED,All India Majlis-E-Inquilab-E-Millat,356,0,356,0.2
Homnabad -48,PARAVEJ PATIL,Independent,224,0,224,0.13
Homnabad -48,NOTA,None of the Above,724,5,729,0.41
Honnali -110,KUNKOVA KRISHNAPPA,Bahujan Samaj Party,347,2,349,0.21
Honnali -110,NARASIMHAPPA .K,Aam Aadmi Party,232,2,234,0.14
Honnali -110,M.P. RENUKACHARYA,Bharatiya Janata Party,73649,1183,74832,43.99
Honnali -110,SHANTHANA GOWDA.D.G.,Indian National Congress,90992,1400,92392,54.31
Honnali -110,GANESHA B A,Uttama Prajaakeeya Party,937,8,945,0.56
Honnali -110,HANUMANTHAPPA. SORATUR.,Karnataka Rashtra Samithi,146,0,146,0.09
Honnali -110,DODDETTINAHALLI CHANDRASHEKHARAPPA,Independent,233,3,236,0.14
Honnali -110,LAKSHMIKANTHA. H.T.,Independent,171,5,176,0.1
Honnali -110,VASAPPA M,Independent,236,18,254,0.15
Honnali -110,NOTA,None of the Above,554,6,560,0.33
Hosadurga -101,B. G. GOVINDAPPA,Indian National Congress,79967,1083,81050,48.36
Hosadurga -101,THIPPESWAMY. M,Janata Dal  (Secular),1908,6,1914,1.14
Hosadurga -101,THIMMAPPA.K,Bahujan Samaj Party,236,0,236,0.14
Hosadurga -101,RAJU. N.V,Aam Aadmi Party,251,1,252,0.15
Hosadurga -101,S. LINGAMURTHY,Bharatiya Janata Party,47527,707,48234,28.78
Hosadurga -101,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,302,0,302,0.18
Hosadurga -101,SUNIL KUMAR.S. TUMBINAKERE,Uttama Prajaakeeya Party,566,5,571,0.34
Hosadurga -101,B. GEETHANJALI,Independent,136,0,136,0.08
Hosadurga -101,GULIHATTI D. SHEKHAR,Independent,10387,62,10449,6.24
Hosadurga -101,D. PANDURANGA GARAG,Independent,1822,13,1835,1.09
Hosadurga -101,T. MANJUNATH,Independent,20572,240,20812,12.42
Hosadurga -101,SHEKHARA NAIK M.R,Independent,371,0,371,0.22
Hosadurga -101,M.S. SATHISH JANGAMA,Independent,388,0,388,0.23
Hosadurga -101,NOTA,None of the Above,1027,3,1030,0.61
Hosakote -178,N NAGARAJU,Bharatiya Janata Party,101597,548,102145,47.75
Hosakote -178,PRASHANTH SUBRAMANI,Aam Aadmi Party,256,0,256,0.12
Hosakote -178,D M LAKSHMINARAYANA,Bahujan Samaj Party,290,0,290,0.14
Hosakote -178,SHARATH KUMAR BACHEGOWDA,Indian National Congress,106769,451,107220,50.13
Hosakote -178,RAMESHA,Bahujan Bharat Party,250,0,250,0.12
Hosakote -178,SHARATH BACHEGOWDA,Rashtriya Janahita Party,157,0,157,0.07
Hosakote -178,M SHRIMATHI,Indian Movement Party,27,1,28,0.01
Hosakote -178,B SONNAPPA,Karnataka Rashtra Samithi,225,0,225,0.11
Hosakote -178,AJAY KUMAR REDDY ADALA,Independent,26,0,26,0.01
Hosakote -178,ANUSHA P R,Independent,25,0,25,0.01
Hosakote -178,J ASHOKA,Independent,12,1,13,0.01
Hosakote -178,EREGOWDA,Independent,26,0,26,0.01
Hosakote -178,AMBUJA,Independent,79,0,79,0.04
Hosakote -178,NAVEEN KUMAR S R,Independent,18,0,18,0.01
Hosakote -178,N B NAGARAJ,Independent,58,0,58,0.03
Hosakote -178,T NAGARAJU,Independent,203,0,203,0.09
Hosakote -178,G NARAYANASWAMY,Independent,1424,1,1425,0.67
Hosakote -178,NITHISHA T D,Independent,128,0,128,0.06
Hosakote -178,V NITESH KUMAR,Independent,250,0,250,0.12
Hosakote -178,S R RAGHUNATH,Independent,463,1,464,0.22
Hosakote -178,SHARATH KUMAR K,Independent,64,0,64,0.03
Hosakote -178,H T SHASHIKUMAR,Independent,18,0,18,0.01
Hosakote -178,SURESHA K,Independent,21,0,21,0.01
Hosakote -178,NOTA,None of the Above,504,3,507,0.24
Hubli-Dharwad-Central -73,JAGADISH SHETTAR,Indian National Congress,60355,420,60775,37.89
Hubli-Dharwad-Central -73,MAHESH TENGINAKAI,Bharatiya Janata Party,94408,656,95064,59.27
Hubli-Dharwad-Central -73,REVANASIDDAPPA.M. HOSAMANI (DESAI),Bahujan Samaj Party,366,2,368,0.23
Hubli-Dharwad-Central -73,VIKAS SOPPIN,Aam Aadmi Party,466,2,468,0.29
Hubli-Dharwad-Central -73,MAHANTAWODEYAR SIDDALINGESHWARGOUDA,Janata Dal  (Secular),510,3,513,0.32
Hubli-Dharwad-Central -73,SHIVARAJ.K. SHIVANAGOUDRA,Uttama Prajaakeeya Party,432,3,435,0.27
Hubli-Dharwad-Central -73,MEGHARAJ S/O MAREPPA HIREMANI,Lok Shakti,109,0,109,0.07
Hubli-Dharwad-Central -73,RAGHAVENDRA PRAKASH KATHARE,Hindustan Janta Party Secular,119,2,121,0.08
Hubli-Dharwad-Central -73,S. S. PATIL,Karnataka Janaseve Party,60,0,60,0.04
Hubli-Dharwad-Central -73,SHAILENDRA PATIL,Karnataka Rashtra Samithi,62,0,62,0.04
Hubli-Dharwad-Central -73,KALAL TAKAPPA S/O YALLAPPA,Independent,51,0,51,0.03
Hubli-Dharwad-Central -73,MAULALI RAJESAB SANSHI,Independent,107,0,107,0.07
Hubli-Dharwad-Central -73,RAJU ANANTSA  NAIKWADI,Independent,97,0,97,0.06
Hubli-Dharwad-Central -73,BADANGKAR SABAJI,Independent,126,0,126,0.08
Hubli-Dharwad-Central -73,SAULAM JOSEPH,Independent,299,1,300,0.19
Hubli-Dharwad-Central -73,BADNI HEMARAJ  ADIVEPPA,Independent,494,0,494,0.31
Hubli-Dharwad-Central -73,NOTA,None of the Above,1243,8,1251,0.78
Hubli-Dharwad-East -72,Dr. KRANTHI KIRAN,Bharatiya Janata Party,52877,179,53056,35.69
Hubli-Dharwad-East -72,ABBAYYA PRASAD,Indian National Congress,85181,245,85426,57.47
Hubli-Dharwad-East -72,BASAVARAJ TERDAL,Aam Aadmi Party,564,4,568,0.38
Hubli-Dharwad-East -72,HALAHARAVI VEERABADRAPPA,Janata Dal  (Secular),893,7,900,0.61
Hubli-Dharwad-East -72,CHANDRAKANTH HANJAGI,Karnataka Rashtra Samithi,90,0,90,0.06
Hubli-Dharwad-East -72,DURGAPPA KASHAPPA BIJAWAD,All India Majlis-E-Ittehadul Muslimeen,5640,4,5644,3.8
Hubli-Dharwad-East -72,LAXMAN MORAB,Hindustan Janta Party Secular,87,0,87,0.06
Hubli-Dharwad-East -72,GUNTRAL VIJAY MAHADEVAPPA,Social Democratic Party Of India,1359,1,1360,0.91
Hubli-Dharwad-East -72,SHOBHA PALAVAI,Kalyana Rajya Pragathi Paksha,210,1,211,0.14
Hubli-Dharwad-East -72,DEVENDRA.B.LINGADAL,Independent,143,2,145,0.1
Hubli-Dharwad-East -72,VENKAPPA F SIDDANATH,Independent,355,0,355,0.24
Hubli-Dharwad-East -72,NOTA,None of the Above,797,1,798,0.54
Hubli-Dharwad-West -74,ARVIND BELLAD,Bharatiya Janata Party,100276,1134,101410,59.45
Hubli-Dharwad-West -74,ARAVIND. M.,Aam Aadmi Party,780,4,784,0.46
Hubli-Dharwad-West -74,GURURAJ ISTALINGAPPA HUNASIMARAD,Janata Dal  (Secular),1174,21,1195,0.7
Hubli-Dharwad-West -74,DEEPAK CHINCHORE,Indian National Congress,62147,570,62717,36.77
Hubli-Dharwad-West -74,VADIRAJ MADHUSUDHAN MANNARI (PANDURANGI),All India Hindustan Congress Party,244,0,244,0.14
Hubli-Dharwad-West -74,M.D. ROTTIGAWAD  (M.D.R),Karnataka Rashtra Samithi,114,1,115,0.07
Hubli-Dharwad-West -74,VINOD DASHARATH GHODKE,"Proutist Bloc, India",71,0,71,0.04
Hubli-Dharwad-West -74,SAROJA. F. NAGENDRAGAD.,Indian Movement Party,100,4,104,0.06
Hubli-Dharwad-West -74,SANTOSH NANDUR,Uttama Prajaakeeya Party,424,2,426,0.25
Hubli-Dharwad-West -74,BASAVARAJ MALAKARI,Independent,778,2,780,0.46
Hubli-Dharwad-West -74,BHANUBEE SHAIKH URF HOSAMANI,Independent,65,2,67,0.04
Hubli-Dharwad-West -74,MOHAMMED ISMAIL  MUKTI,Independent,119,0,119,0.07
Hubli-Dharwad-West -74,DARAGAD RAJESAB MOULASAB,Independent,292,1,293,0.17
Hubli-Dharwad-West -74,SHIDARAYA. M. KENCHANNAVAR,Independent,161,2,163,0.1
Hubli-Dharwad-West -74,SHIVRAJ MAKADAWALE,Independent,269,2,271,0.16
Hubli-Dharwad-West -74,NOTA,None of the Above,1789,19,1808,1.06
Hukkeri -7,A.B.PATIL,Indian National Congress,60784,239,61023,36.34
Hukkeri -7,KATTI NIKHIL UMESH,Bharatiya Janata Party,103104,470,103574,61.69
Hukkeri -7,KAMBLE BASAVARAJ KADAPPA,Bahujan Samaj Party,622,2,624,0.37
Hukkeri -7,BASAVARAJ MALAGOUDA PATIL,Janata Dal  (Secular),399,2,401,0.24
Hukkeri -7,MANJUNATH.B.GADDENNAVAR,Aam Aadmi Party,189,0,189,0.11
Hukkeri -7,GHATIGEPPA MALLAPPA MAGADUM,Bahujan Bharat Party,169,1,170,0.1
Hukkeri -7,PUNDALIK KEMPANNA KULLUR,Independent,754,0,754,0.45
Hukkeri -7,NOTA,None of the Above,1163,5,1168,0.7
Hungund -25,DODDANAGOUDA G PATIL,Bharatiya Janata Party,47683,744,48427,29.29
Hungund -25,NAGARAJ HONGAL,Aam Aadmi Party,509,5,514,0.31
Hungund -25,KASHAPPANAVARA VIJAYANAND SHIVASHANKRAPPA,Indian National Congress,77383,1051,78434,47.43
Hungund -25,BOLI SHIVAPPA MAHADEVAPPA,Janata Dal  (Secular),757,2,759,0.46
Hungund -25,DESAYAGOUDA. MALLANAGOUDA. GOUDAR,Karnataka Rashtra Samithi,302,0,302,0.18
Hungund -25,NAVALI HIREMATH. S. R.,Kalyana Rajya Pragathi Paksha,33517,273,33790,20.43
Hungund -25,AKKI CHARALINGAPPA KOTRAPPA,Independent,384,0,384,0.23
Hungund -25,BASANAGOUDA HANAMAGOUDA HIREGOUDAR,Independent,319,1,320,0.19
Hungund -25,MALAPPA SABANNA RAMAWADAGI,Independent,270,1,271,0.16
Hungund -25,SHIVANAGOUDA MENASAGI,Independent,793,0,793,0.48
Hungund -25,SIDDAPPA. NINGAPPA. TUDUBINAL,Independent,313,1,314,0.19
Hungund -25,NOTA,None of the Above,1050,3,1053,0.64
